Data Number,Codes,Site Name,Latitude,Longitude,Elevation,Min. Depth,Max Depth,No. Temperatures,Temp. Gradient,No. Conductivities,Conductivity,No. Heat Production,Heat Production,Heat Flow,Red. Heat Flow,No. Sites,Reference No.
B,EEAEIB,1,50.167,58.417,350,20,940,47,17,23,2.37,,,40,,97,77
B,EEAEIB,38,52,59.833,340,20,240,12,13,16,3.28,,,42,,98,
B,EEAEIB,P25,52.083,58.333,,,420,999,8,,2.61,,,20,,95,76
B,EEAEIB,,58.167,59.667,300,200,840,33,9,,2.54,,,23,,15,83
B,EEAEIB,,58.25,59.75,390,280,859,30,12,8,1.95,,,23,,15,83
B,EEAEIB,,56.833,60.667,240,180,620,23,10,,2.48,,,24,,15,83
B,EEAEIB,,57,61.5,220,280,660,20,12,,2.27,,,32,,15,83
B,EEAEIC,30,54.167,59.5,510,20,720,36,9,26,2.58,,,24,,95,76
B,EEAEIC,S8,52.583,62.75,190,40,900,15,15,17,1.99,,,30,,97,77
B,EEAFFB,,51.45,32,,500,2000,,26,,1.7,,,46,,16,85
B,EEAFHB,19,48.083,38.25,,400,1255,999,,,,,,48,,105,70
B,EEAFHB,,52.55,29.533,135,700,1900,44,21,,4,,,84,,5,75
B,EEAFHB,,52.25,29.75,139,790,1600,11,13,,6.46,,,84,,5,75
B,EEAFHB,,52.5,29.933,139,642,2977,999,17,,5.41,,,92,,5,75
B,EEAFHB,,52.317,30.35,127,526,1997,31,15,,3.47,,,52,,11,70
B,EEAFHB,,44.833,41.25,,40,1020,999,75,,1.38,,,100,,80,70
B,EEAFHB,,45.567,41.317,,80,1080,999,49,,1.38,,,65,,80,70
B,EEAFHB,,45.533,41.317,153,,1150,60,,,,,,92,,67,68
B,EEAFHB,,45.417,41.667,,40,760,999,65,,1.38,,,86,,80,70
B,EEAFHB,,45.083,41.667,,40,720,999,76,,1.38,,,101,,80,70
B,EEAFHB,,45.583,41.917,,120,640,999,65,,1.38,,,87,,80,70
B,EEAFHB,,45.25,42.917,,240,2600,999,66,,1.38,,,78,,80,70
B,EEAFHB,,45.167,43.5,,240,1680,999,47,,1.38,,,65,,80,70
B,EEAFHB,,45.25,44.333,,250,2980,999,50,,1.38,,,67,,80,70
B,EEAFIA,,50.25,24.167,,,,,,,,,,54,,37,80
B,EEAFIA,,45.5,32.967,,500,2300,999,28,,2.24,,,63,,56,71
B,EEAFIB,85TS,48.417,37.667,,100,320,,,,,,,60,,53,
B,EEAFIB,,49.983,23.25,,750,1250,,,,,,,67,,16,85
B,EEAFIB,,49.633,23.65,,20,1200,,,,,,,66,,16,85
B,EEAFIB,,50.85,32.133,,500,3000,999,21,,1.7,,,36,,16,85
B,EEAFIB,,51.317,32.217,,1400,1700,,26,,1.7,,,44,,16,85
B,EEAFIB,,49.633,34.55,,20,400,,24,,1.7,,,37,,37,80
B,EEAFIB,,49.633,35.333,,3600,4500,,25,,1.7,,,43,,16,85
B,EEAFIB,,49.5,36.533,,500,1000,,24,,1.4,,,33,,16,85
B,EEAFIB,,45.667,42.917,,120,2300,999,50,,1.38,,,70,,80,70
B,EEAGHB,,44.75,45.25,,1000,2000,999,44,,1.8,,,80,,99,
B,EEAGHB,,44.683,46.367,,1100,2525,99,44,1,8,,,78,,99,
B,EEARHC,,49.467,37.4,170,1156,2056,180,39,,1.28,,,49,,91,
B,EEARHC,,49.067,38.15,139,115,545,86,33,,1.36,,,45,,91,
B,EEARZB,"2,5",45.583,40.467,,,,,,,,,,75,,82,76
B,EEARZC,,49.483,36.483,,,,,,,,,,64,,81,
B,EEAZHB,1,45.683,46.867,-14,180,950,999,43,,1.76,,,76,,115,73
B,EEAZHB,1,45.683,46.867,-14,180,950,999,43,,1.76,,,76,,115,73
B,EEAZZC,"9,60",44.75,38.917,,,,,,,,,,59,,82,76
B,EEAZZC,,52.7,29.217,,,640,,,,,,,68,,40,85
B,EEAZZC,,52.383,29.633,,,2720,,,,,,,59,,40,85
B,EEAZZC,,52.583,29.7,,,,,,,,,,92,,89,87
B,EEAZZC,,44.7,45.617,,,,,,,,,,57,,25,67
B,EFABGB,4,44.817,38.25,57,100,1200,57,,,,,,54,,66,66
B,EFABHB,1,44.85,41.517,,100,735,999,71,8,1.42,,,101,,116,
B,EFABHB,5,44.8,38.9,38,982,3560,999,32,27,2.15,,,69,,116,
B,EFABHB,,44.95,38.8,72,100,3658,999,29,16,1.89,,,55,,116,
B,EFABHB,,45.033,39.033,27,700,4200,999,30,21,1.56,,,47,,116,
B,EFABHB,,44.667,40.083,215,168,3183,99,37,272,0.6,,,76,,116,
B,EFABHB,,44.667,40.45,209,475,2780,99,33,152,,,,66,,116,
B,EFABHB,,44.75,44.25,,385,1200,999,51,31,1.6,,,81,,116,
B,EFABIA,,44.9,35.25,,500,600,5,28,15,1.78,,,50,,63,67
B,EFABIB,,45.067,35.55,,1100,2000,25,39,16,1.43,,,54,,64,69
B,EFABZA,1,45.05,35.017,,,,,,,,,,45,,78,73
B,EFABZA,,45.567,33,,,1084,,,,,,,75,,67,68
B,EFABZA,,45,34.167,420,,,,,,,,,46,,66,66
B,EFABZA,,46.517,39.283,,,,,,,,,,70,,73,73
B,EFABZB,1,45.067,35.817,,,,,,,,,,55,,78,73
B,EFAEIA,,45.083,35.833,,100,460,,,,,,,56,,16,85
B,EFAEIB,,45.983,34.333,,1640,1820,,,,,,,55,,16,85
B,EFAFFA,"55,60",45.1,33.717,,20,148,,28,,1.7,,,48,,38,82
B,EFAFFA,,45.417,32.65,,100,1450,,,,,,,52,,16,85
B,EFAFFB,,45.467,32.533,,20,410,,,,,,,64,,16,85
B,EFAFGA,,45,35.1,,30,930,999,,,,,,50,,33,72
B,EFAFHB,,44.9,43.917,,800,3250,999,46,,1.38,,,64,,80,70
B,EFAFHB,,45.083,44.917,,500,3100,999,,,,,,57,,80,70
B,EFAFHB,,45.05,44.917,,360,2560,999,41,,1.38,,,55,,80,70
B,EFAFHB,,45.05,45.183,19,400,2170,999,42,,1.38,,,56,,80,70
B,EFAFHC,,46.583,39.917,,100,1500,999,,,,,,43,,80,70
B,EFAFHC,,44.75,41.25,,100,3000,999,,,,,,69,,80,70
B,EFAFIB,,49.817,23.467,,20,1810,,34,,1.9,,,65,,16,85
B,EFAFIB,,45.783,34.083,,100,900,,45,,1.42,,,64,,38,82
B,EFAFIB,,45.783,34.167,,100,901,,40,,1.42,,,56,,38,82
B,EFAFIB,,45.683,34.75,,20,1530,,41,,1.4,,,57,,16,85
B,EFAFIB,,45.683,34.75,,20,1530,,41,,1.4,,,57,,16,85
B,EFAFIB,,45.917,34.833,,1480,1710,,28,,2,,,47,,16,85
B,EFAFIB,,45.917,34.833,,1480,1710,,28,,2,,,47,,16,85
B,EFAFZB,,45.333,32.65,,,,,,,,,,72,,78,73
B,EFAGHB,,44.883,45.167,33,644,2237,999,45,,1.8,,,82,,99,
B,EFARHC,,44.667,40.05,232,1225,1835,12,59,1,5,,,89,,91,
B,EFAZHB,,45.733,34.083,,,1340,,,,,,,67,,67,68
B,EFAZHB,,45.733,34.083,,,1340,,,,,,,67,,67,68
B,EFAZHB,,45.25,42.9,358,,650,39,,,,,,71,,66,66
B,EFAZZC,3,44.667,39.25,,,,,,,,,,49,,82,76
B,EFAZZC,,45.25,42.417,,,,,,,,,,103,,99,
B,EFAZZC,,44.917,43.417,,,,,,,,,,76,,110,66
B,EGAABA,S.SAMBO1,49.433,23.067,,500,2300,999,19,11,2.74,,,52,,52,79
B,EGABHB,1,40.55,50.017,,50,400,999,,9,,,,38,,108,69
B,EGABHB,1,40.367,50.067,,400,2600,999,18,6,2.8,,,52,,108,69
B,EGABHB,2,39.867,48.983,,1000,3000,999,18,6,1.44,,,26,,116,
B,EGABHB,2,39.817,49.05,,500,1250,999,18,6,1.41,,,26,,116,
B,EGABHB,2,40.117,49.417,,500,3000,999,18,34,1.98,,,35,,116,
B,EGABHB,3,40.317,49.783,,600,1286,999,23,5,2.63,,,62,,116,
B,EGABHB,6,40.333,49.867,,100,766,999,36,7,2.11,,,75,,108,69
B,EGABHB,6,40.367,50.033,,1200,2400,999,27,6,2.72,,,73,,116,
B,EGABHB,11,40.417,50.017,,168,1575,999,21,6,2.61,,,55,,108,69
B,EGABHB,11,40.35,50.017,,600,2500,999,18,6,2.64,,,49,,116,
B,EGABHB,13,40.367,50.25,,500,3700,999,16,27,2.37,,,39,,108,69
B,EGABHB,14,40.333,49.8,,200,900,999,23,5,2.51,,,58,,108,69
B,EGABHB,14,40.383,50.017,,200,2340,999,17,6,2.92,,,52,,116,
B,EGABHB,15,40.467,49.867,,1000,1800,999,23,12,2.79,,,64,,108,69
B,EGABHB,15,40.433,50.017,,600,1600,999,22,6,2.87,,,62,,116,
B,EGABHB,15,40.383,50.083,,300,3600,999,16,15,2.44,,,39,,108,69
B,EGABHB,16,40.383,50.05,,100,1300,999,18,6,2.3,,,42,,116,
B,EGABHB,,40.7,46.583,,300,1790,999,48,41,1.74,,,83,,116,
B,EGABHB,,40.567,46.817,,50,600,999,31,21,1.91,,,59,,108,69
B,EGABHB,,39.817,49.017,,50,450,999,17,6,1.42,,,24,,116,
B,EGABHB,,39.3,49.25,,100,3200,999,20,13,1.57,,,32,,116,
B,EGABHB,,40.333,49.8,,100,518,999,24,4,2.58,,,61,,108,69
B,EGABHB,,40.383,50.033,,441,1100,999,30,6,2.19,,,66,,108,69
B,EGABHB,,40.433,50.133,,500,850,999,22,10,2.36,,,52,,116,
B,EGABIA,1,49.067,23.983,,200,1480,999,24,4,1.8,,,46,,34,68
B,EGABIA,ZALUZH 2,48.417,22.7,,600,1480,26,53,27,1.9,,,105,,34,68
B,EGAEHB,9A,41.683,44.883,,1935,2896,999,23,5,2.69,,,61,,79,65
B,EGAFBB,,49.217,23.667,,150,2500,18,18,,1.8,,,34,,34,68
B,EGAFHB,,48.217,22.617,,20,198,,,,,,,114,,16,85
B,EGAFHB,,48.067,23.283,,100,1200,,42,,2.2,,,92,,16,85
B,EGAFIA,11,48.25,22.517,,30,225,16,57,,1.65,,,96,,57,73
B,EGAFIB,,48.233,22.617,,,,,,,,,,100,,16,85
B,EGAFIB,,48.583,23,,100,1700,,,,,,,72,,37,80
B,EGARHC,1,39.85,48.983,31,100,1880,178,18,,2.74,,,48,,91,
B,EGAZHB,,40.167,43.75,,,,999,,,,,,49,,8,79
B,EGAZHB,,41.633,44.867,457,800,2400,7,16,80,3.01,,,51,,14,80
B,EGAZHB,,41.25,46.117,521,1260,2480,7,10,61,2.96,,,31,,14,80
B,EGAZZC,3,40.467,50.367,,,,,,,,,,34,,108,69
B,EGAZZC,6,40.4,50,,,,,,,,,,63,,108,69
B,EGAZZC,10,40.417,50,,,,,,,,,,44,,108,69
B,EGAZZC,13,40.383,50,,,,,,,,,,48,,108,69
B,EGAZZC,,39.85,49.05,,,,,,,,,,31,,4,85
B,EGAZZC,,39.75,49.05,,,,,,,,,,33,,4,85
B,EGAZZC,,39.95,49.117,,,,,,,,,,27,,4,85
B,EGAZZC,,39.817,49.183,,,,,,,,,,34,,4,85
B,EGAZZC,,39.917,49.267,,,,,,,,,,17,,44,74
B,EGAZZC,,39.75,49.367,,,,,,,,,,36,,4,85
B,EGAZZC,,40.25,49.617,,,,,,,,,,48,,4,85
B,EGAZZC,,40.45,49.967,,,,,,,,,,30,,4,85
B,EGAZZC,,40.35,50.35,,,,,,,,,,23,,119,70
B,EGAZZC,,40.317,50.633,,,,,,,,,,33,,84,73
B,RGABHB,2,40.583,50.25,,300,730,999,23,5,2.73,,,63,,108,69
B,RGABHB,3,40.6,50.233,,308,1078,999,13,6,3.16,,,40,,108,69
B,RGABHB,3,40.583,50.233,,437,1017,999,25,5,2.58,,,65,,108,69
B,RGABHB,,40.217,50.067,,100,3100,999,17,17,2.33,,,39,,108,69
B,RGABHB,,40.55,50.267,,298,583,999,25,5,2.71,,,76,,116,
B,RGABHB,,40.283,50.767,,500,900,999,26,12,2.33,,,58,,108,69
B,RGAZZC,,40.433,50.367,,,,,,,,,,55,,108,69
C,CEBABZ,81,47.883,33.283,,,,,,,,,,40,,67,68
C,EAAAHB,1,53.367,26.6,,140,280,28,9,22,3,,,28,,132,
C,EAABAB,4,69.05,30.117,,,355,,13,,2.7,,,39,,67,68
C,EAABHA,1,64.467,33.2,,20,430,,,,,,,31,,88,
C,EAABHA,,60.117,30.467,,,,,,,,,,54,,44,74
C,EAABIA,10,49,33.717,,23,242,10,9,8,3.2,4 0,0.8,29,,56,71
C,EAABIA,175,48.35,30.333,,25,350,16,14,4,2.15,,,29,,56,71
C,EBABAB,18,69.417,30.833,,100,1674,150,13,37,2.8,12,1.7,38,,69,72
C,EBABGB,11,68.1,32.883,185,10,617,61,11,,3.4,,,41,,67,68
C,EBABGC,,51.417,27.917,,23,278,12,11,5,3,5 0,0.9,36,,56,71
C,EBABHB,15,69.25,30.117,,99,593,58,11,10,3.02,,,32,,73,73
C,EBABHB,38,54.75,52.75,295,900,1800,99,,,,,,44,,105,70
C,EBABIA,20,48.633,31.733,,100,700,29,11,14,2.75,,,31,,54,81
C,EBAEHA,SG-3,69.417,30.25,,2800,4300,999,16,,3,,,49,,2,84
C,EBAFHB,3,51,44.917,148,250,750,999,,,,,,39,,105,70
C,EBAFHC,2,59.95,30.25,,35,160,999,35,,1.76,,,62,,1,79
C,EBAFIA,14,48.567,32.283,,300,560,,15,,2.58,,,38,,54,81
C,EBAFIB,NO     8,69.417,30.25,,90,690,999,10,,3.77,,,37,,104,74
C,EBAGHC,1,53.55,28.5,,240,244,999,6,,3.22,,,19,,123,
C,EBARHC,,56,54.833,147,1240,4200,592,12,,4.8,,,59,,91,
C,EBAZZC,4,59.683,30,,80,145,,,,,,,70,,43,84
C,ECABIA,,49.633,23.133,,300,950,999,18,6,2.09,,,41,,59,75
C,ECABIA,,49.6,23.25,,500,1800,999,25,12,1.71,,,40,,59,75
C,ECABZA,7,47.583,53.083,,,,,,,,,,37,,22,85
C,ECAFHB,,54.55,26.283,,108,140,15,14,,1.9,,,26,,125,85
C,ECAFIB,33,48.533,25.3,,40,251,20,20,,1.66,,,33,,59,75
C,ECARZC,6,50.75,36.833,,,,,,,,,,45,,90,
C,ECAZZB,,50.833,44.917,,,,999,,,,,,67,,114,71
C,ECAZZC,4,59.733,29.417,,125,300,,,,,,,63,,43,84
C,EDAZZC,,52.667,30.5,,40,105,,16,,2.1,,,34,,32,85
C,EEABHB,"4,8,11",44.667,45.5,,1900,3730,99,27,1,9.4,,,52,,27,72
C,EEABHB,,45.417,41.667,,75,785,999,96,15,1.21,,,116,,116,
C,EEABHB,,44.9,43.917,400,,2525,98,,,,,,75,,66,66
C,EEABZA,,45.433,34.75,,,,,,,,,,70,,78,73
C,EEABZB,,45.3,39.75,,,,,,,,,,67,,73,73
C,EEAEFA,,50.333,34.667,,25,1050,,21,,1.8,,,40,,16,85
C,EEAEIB,30,54.167,59.5,510,20,740,37,9,73,2.7,,,24,,95,76
C,EEAEIB,P27,52.083,58.333,,20,540,999,8,,2.36,,,18,,95,76
C,EEAEIB,,58.167,59.667,300,200,640,23,9,,2.35,,,20,,15,83
C,EEAEIB,,58.25,59.75,390,100,600,26,10,,2.49,,,25,,15,83
C,EEAEIB,,56.833,60.667,240,280,560,15,8,,2.45,,,18,,15,83
C,EEAEIB,,57,61.5,220,100,400,16,11,,2.6,,,30,,15,83
C,EEAFHB,18,48.417,37.667,,200,1420,999,,,,,,53,,105,70
C,EEAFHB,,44.833,41.25,,160,1100,999,77,,1.38,,,103,,80,70
C,EEAFHB,,45.567,41.317,,240,1030,999,46,,1.38,,,62,,80,70
C,EEAFHB,,45.55,41.45,116,40,1120,999,63,,1.38,,,85,,80,70
C,EEAFHB,,45.25,42.083,,40,1050,999,61,,1.38,,,82,,80,70
C,EEAFHB,,45.25,42.167,,160,810,999,67,,1.38,,,92,,80,70
C,EEAFHB,,44.917,45.417,,520,3000,999,44,,1.38,,,61,,80,70
C,EEAFHB,,44.683,46.367,,2600,2950,99,25,2,2,,,55,,80,70
C,EEAFHC,,46,39.083,,100,2500,999,,,,,,59,,80,70
C,EEAFIA,,50.25,24.167,,,,,,,,,,48,,37,80
C,EEAFIB,,49.983,23.25,,20,1710,,,,,,,69,,16,85
C,EEAFIB,,49.5,36.533,,500,2000,,,,,,,40,,16,85
C,EEAFIB,,45.667,42.917,,425,1240,999,50,,0.18,,,90,,99,
C,EEAFZC,,45.283,39.967,,,,,,,,,,63,,82,76
C,EEAGHB,,45.25,42.917,,185,1037,999,60,,1.8,,,108,,99,
C,EEAGHB,,44.75,45.25,,1000,2000,999,432,,1.8,,,78,,99,
C,EEARZC,,49.483,36.483,,,,,,,,,,65,,81,
C,EEAZZC,,52.55,29.533,,,,,,,,,,69,,89,87
C,EEAZZC,,44.7,45.617,,,,,,,,,,51,,27,72
C,EFABHB,3,44.667,39.25,98,800,3100,99,37,241,9,,,70,,116,
C,EFABHB,,45.083,44.917,,2357,2950,999,20,12,2.55,,,50,,48,64
C,EFABIA,1,45.067,35.817,,1450,2000,999,30,10,1.8,,,54,,63,67
C,EFABIA,,45.467,32.533,,1150,2670,999,28,15,2.62,,,71,,63,67
C,EFABZA,,45.567,33,,,,,,,,,,81,,78,73
C,EFABZA,,45,34.167,,,100,,,,,,,42,,67,68
C,EFAEIB,,45.983,34.333,,20,1560,,30,,1.5,,,45,,16,85
C,EFAFFA,,45.5,32.967,,200,2000,,,,,,,55,,16,85
C,EFAFHB,,44.883,45.167,,680,3000,999,40,,1.38,,,56,,80,70
C,EFAFHC,,44.75,44.25,,400,3520,999,50,,1.38,,,69,,80,70
C,EFAFIB,,45.783,34.167,,100,845,,,,1.42,,,50,,38,82
C,EFAFZB,1,45.083,35.833,,200,1000,999,39,,1.4,,,59,,56,71
C,EFAGHB,,45.05,44.917,,,,999,,,1.8,,,75,,99,
C,EFAZHB,,44.9,35.25,,,525,,,,,,,54,,67,67
C,EFAZZC,,44.667,40.05,,,,,,,,,,62,,73,73
C,EGABBA,,49.217,23.667,,300,2200,22,21,12,1.8,,,38,,34,68
C,EGABHB,1,39.75,49.05,,400,2000,999,19,16,1.71,,,32,,116,
C,EGABHB,1,39.95,49.117,,50,400,999,15,14,1.42,,,22,,116,
C,EGABHB,1,40.55,50.017,,50,400,999,,9,,,,43,,108,69
C,EGABHB,1,40.367,50.067,,2240,3040,999,22,6,2.51,,,56,,108,69
C,EGABHB,2,39.85,48.983,,1000,2500,999,18,6,1.28,,,23,,116,
C,EGABHB,2,39.817,49.05,,50,450,999,18,7,1.3,,,24,,116,
C,EGABHB,2,40.117,49.417,,1000,2900,999,18,34,1.97,,,35,,116,
C,EGABHB,4,40.317,49.783,,684,1368,999,25,4,2.63,,,65,,116,
C,EGABHB,11,40.333,49.867,,600,1000,999,35,7,2.91,,,86,,116,
C,EGABHB,13,40.383,50,,1000,3050,999,16,6,2.79,,,44,,116,
C,EGABHB,13,40.417,50.017,,700,1700,999,15,6,2.87,,,44,,116,
C,EGABHB,15,40.433,50.017,,700,1800,999,16,5,2.87,,,46,,116,
C,EGABHB,18,40.383,50.083,,400,3200,999,17,15,2.4,,,39,,108,69
C,EGABHB,,40.7,46.583,,400,600,999,,41,1.7,,,94,,116,
C,EGABHB,,39.817,49.183,,100,3200,999,16,31,1.45,,,23,,116,
C,EGABHB,,39.3,49.25,,100,400,999,24,13,1.54,,,37,,116,
C,EGABHB,,39.75,49.367,,15,1542,999,21,14,2.07,,,43,,116,
C,EGABHB,,40.333,49.8,,500,1000,999,30,5,2.56,,,77,,108,69
C,EGABHB,,40.383,50.033,,200,1080,999,30,6,2.17,,,65,,108,69
C,EGABHB,,40.433,50.133,,500,900,999,20,10,2.33,,,46,,108,69
C,EGAFGB,,48.217,22.617,,,,,,,,,,106,,16,85
C,EGAFIB,5,49.067,23.983,,800,2300,999,70,,1.75,,,50,,34,68
C,EGAFIB,11,48.25,22.517,,50,123,8,56,,1.65,,,96,,57,73
C,EGAFIB,,48.233,22.617,,,,,,,,,,105,,16,85
C,EGAZHB,,41.683,44.883,373,860,1700,4,17,42,3.02,,,51,,14,80
C,EGAZHB,,41.25,46.117,490,1640,2500,5,10,43,3.01,,,31,,14,80
C,EGAZZC,6,40.4,50,,,,,,,,,,57,,108,69
C,EGAZZC,6,40.467,50.367,,,,,,,,,,34,,108,69
C,EGAZZC,14,40.383,50.017,,,,,,,,,,47,,108,69
C,EGAZZC,"196,2",44.8,38.883,,,,,,,,,,64,,83,76
C,EGAZZC,,40.567,46.817,,,,,,,,,,46,,44,74
C,RGABHB,,40.283,50.767,,240,640,999,20,12,2.28,,,46,,116,
C,RGAZZC,1,40.55,50.267,,,,,,,,,,56,,108,69
C,RGAZZC,2,40.583,50.25,,,,,,,,,,66,,108,69
C,RGAZZC,,40.217,50.067,,,,,,,,,,48,,108,69
C,RGAZZC,,40.433,50.367,,,,,,,,,,42,,108,69
D,EAABHB,,60.117,30.467,,80,690,,,,,,,55,,88,
D,EBAAIB,NO    12,69.417,30.25,,20,580,999,10,12,3.77,,,36,,104,74
D,EBABAB,15,69.25,30.117,,100,596,4,11,4,2.78,,,34,,67,68
D,EBABGB,11,68.1,32.883,415,10,615,62,9,,4.1,,,42,,67,68
D,EBABHB,18,69.417,30.833,,70,1320,125,12,19,2.9,,,35,,29,
D,EBABIA,20,48.633,31.733,,100,975,42,12,12,2.7,,,33,,54,81
D,EBABZA,81,47.883,33.283,,,,,,,,,,33,,65,64
D,EBABZC,5,51.417,27.917,,23,245,15,12,7,2,,,25,,56,71
D,EBAEHA,SG-3,69.417,30.25,,4300,4900,999,17,,3.9,,,65,,2,84
D,EBAFHB,4,51,44.917,152,250,900,999,,,,,,40,,105,70
D,EBAFIA,15,48.567,32.283,,300,1275,400,14,,2.8,,,40,,54,81
D,EBAGHC,1,53.55,28.5,,234,442,999,7,,3.22,,,22,,123,
D,EBAZZC,2,59.95,30.25,,50,170,,,,,,,52,,43,84
D,ECABIA,,49.633,23.133,,300,1180,28,22,9,1.84,,,44,,59,75
D,ECAFHB,1,50.833,44.917,175,100,950,999,,,,,,44,,105,70
D,ECARZC,781G,50.75,36.833,,,,,,,,,,53,,90,
D,EEABHB,"8,11",44.667,45.5,,1900,3620,99,,7,,,,49,,26,69
D,EEAEFB,,50.333,34.667,,25,1100,,27,,1.8,,,50,,16,85
D,EEAEIB,P28,52.083,58.333,,20,780,999,7,,2.6,,,19,,95,76
D,EEAEIB,,58.167,59.667,300,200,940,38,9,,2.27,,,21,,15,83
D,EEAEIB,,56.833,60.667,240,500,800,16,9,,2.61,,,23,,15,83
D,EEAFHB,18,48.417,37.667,,200,1020,999,,,,,,56,,105,70
D,EEAFHB,,44.833,41.25,,100,800,999,69,,1.38,,,92,,80,70
D,EEAFHB,,45.567,41.317,,185,2235,999,34,30,1.86,,,64,,116,
D,EEAFHB,,45.417,41.667,,80,760,999,70,,1.38,,,93,,80,70
D,EEAFHB,,44.9,43.917,400,980,2300,999,52,,1.8,,,94,,99,
D,EEAFHB,,44.75,45.25,,270,3300,999,40,,1.38,,,55,,80,70
D,EEAFHB,,44.917,45.417,,250,3110,999,50,,1.38,,,70,,80,70
D,EEAFHC,,45.3,39.75,,100,2500,999,,,,,,57,,80,70
D,EEAFIB,1,49.483,36.483,,1500,2400,,29,,1.6,,,64,,81,
D,EEAFIB,,45.667,42.917,,220,700,999,,,,,,68,,80,70
D,EEAZHB,,45.55,41.45,116,,1150,,,,,,,80,,67,68
D,EFABHB,,44.75,44.25,,2374,3160,999,36,9,2.5,,,90,,48,64
D,EFAFFA,,45.5,32.967,,200,1250,,,,,,,51,,16,85
D,EFAFIA,,45.783,34.167,,100,1000,,41,,1.42,,,58,,38,82
D,EGABHB,1,39.95,49.117,,250,1363,999,13,14,1.67,,,21,,116,
D,EGABHB,1,40.383,50.033,,300,761,999,31,6,2.16,,,67,,108,69
D,EGABHB,2,40.333,49.8,,203,1003,999,17,6,2.67,,,47,,116,
D,EGABHB,4,40.317,49.783,,638,1268,999,23,6,2.63,,,59,,116,
D,EGABHB,6,40.55,50.017,,50,450,999,,10,,,,42,,108,69
D,EGABHB,8,40.433,50.133,,500,2400,999,17,10,2.5,,,43,,108,69
D,EGABHB,11,40.333,49.867,,400,1600,999,22,7,2.38,,,53,,116,
D,EGABHB,14,40.383,50,,200,2400,999,20,6,2.64,,,54,,116,
D,EGABHB,15,40.417,50.017,,1000,1800,999,20,7,2.27,,,47,,116,
D,EGABHB,18,40.383,50.083,,500,3180,999,16,15,2.34,,,40,,116,
D,EGABHB,,39.3,49.25,,50,400,999,26,12,1.58,,,41,,116,
D,EGABIA,11,48.25,22.517,,50,484,24,57,12,1.65,,,96,,57,73
D,EGAFHB,,48.217,22.617,,20,207,,,,,,,108,,16,85
D,EGAZHB,,41.25,46.117,560,600,2500,5,9,95,2.97,,,28,,14,80
D,EGAZZC,10,40.4,50,,,,,,,,,,62,,108,69
D,EGAZZC,,40.7,46.583,,,,,,,,,,88,,108,69
D,EGAZZC,,40.567,46.817,,,,,,,,,,45,,4,85
D,RGABHB,1,40.55,50.267,,350,1089,999,25,6,2.7,,,67,,116,
D,RGABHB,2,40.583,50.25,,370,1080,999,17,7,2.67,,,45,,116,
D,RGABHB,,40.217,50.067,,100,3300,999,19,17,2.33,,,43,,116,
D,RGAZZC,,40.283,50.767,,,,,,,,,,43,,108,69
E,ACAZZB,2,50.833,44.917,,,9,9,,,,,,61,,114,71
E,EBABGB,11,68.1,32.883,187,10,682,68,9,,4.3,,,43,,67,68
E,EBABZA,85,47.883,33.283,,,,,,,,,,30,,70,64
E,EBAEHA,SG-3,69.417,30.25,,4900,6600,999,22,,,,,52,,2,84
E,EBAFHB,369G,51,36.167,205,60,370,999,,,,,,45,,105,70
E,EBAFHC,2,59.95,30.25,,42,165,999,33,,1.76,,,58,,1,79
E,EBAFIA,30,48.567,32.283,,100,1820,50,16,38,2.32,,,42,,54,81
E,EBAFIB,NO    58,69.417,30.25,,210,510,999,11,,3.77,,,42,,104,74
E,ECABZB,1,50.25,44.583,,,,,,,,,,77,,113,72
E,EEABHB,,44.833,41.25,310,340,2685,999,38,24,2.4,,,90,,116,
E,EEABHB,,45.417,41.667,,190,790,999,69,15,1.89,,,130,,116,
E,EEAEIB,9,54.333,59.583,540,20,980,99,9,5,2.58,,,23,,95,76
E,EEAEIB,P29,52.083,58.333,,10,660,999,8,,2.33,,,19,,95,76
E,EEAEIB,,56.833,60.667,240,200,600,21,10,,2.44,,,25,,15,83
E,EEAFHB,,45.567,41.317,,360,2800,999,50,,1.38,,,66,,80,70
E,EEAFHB,,44.9,43.917,400,500,2950,999,52,,1.38,,,72,,80,70
E,EEAFHB,,44.917,45.417,,1000,2670,999,41,,1.38,,,57,,80,70
E,EEAGHB,,44.75,45.25,,1000,2000,999,48,,1.8,,,86,,99,
E,EEARZC,2,49.483,36.483,,,,,,,,,,65,,81,
E,EFAFFB,,45.5,32.967,,200,1500,,,,,,,58,,16,85
E,EFAFIB,,45.783,34.167,,100,873,,41,,1.42,,,58,,38,82
E,EFAGHB,,44.75,44.25,,,,999,,,,,,94,,99,
E,EGABHB,1,39.95,49.117,,250,2624,999,17,14,1.62,,,27,,116,
E,EGABHB,1,40.383,50.033,,500,1041,999,27,6,2.19,,,60,,108,69
E,EGABHB,3,40.333,49.8,,500,822,999,22,4,2.43,,,53,,108,69
E,EGABHB,4,40.317,49.783,,474,1049,999,42,5,2.52,,,106,,116,
E,EGABHB,7,40.55,50.017,,50,410,999,,10,,,,41,,108,69
E,EGABHB,12,40.333,49.867,,200,1477,999,31,7,2.49,,,76,,108,69
E,EGABHB,14,40.433,50.133,,1916,2384,999,12,11,2.29,,,29,,116,
